Name,Date,Location/City,State,Category,Distance,Website/Registration Link,Contact Email,Summary
NYCRUNS Prospect Park 5K/10K,04/18/20,Brooklyn,New York,running,10km,https://nycruns.com/register-race/?race=nycruns-prospect-park-5k--10k,theteam@nycruns.com,"Join us in Prospect Park for either a 5K or a 10K. We’re excited about running in the warmer, spring weather and even more excited to be in this absolutely breathtaking part of Brooklyn. But the best part? This race benefits CAMBA, a nonprofit that provides services that connect people with opportunities to enhance their quality of life."
NYCRUNS Prospect Park 5K/10K,04/18/20,Brooklyn,New York,running,5km,https://nycruns.com/register-race/?race=nycruns-prospect-park-5k--10k,theteam@nycruns.com,"Join us in Prospect Park for either a 5K or a 10K. We’re excited about running in the warmer, spring weather and even more excited to be in this absolutely breathtaking part of Brooklyn. But the best part? This race benefits CAMBA, a nonprofit that provides services that connect people with opportunities to enhance their quality of life."
Rally Round the Valley 18 Miler,04/18/20,Honeoye,New York,running,18mi,https://rallyroundthevalley.itsyourrace.com/register/,kemmerling@honeoye.org,"Please join us on April 18, 2020 for the Rally Round the Valley 18 Miler! The race features a beautiful and scenic single loop course around Honeoye Lake and allows participants to run the entire 18 miles (individual) or as a relay team of two or three participants."
Rally Round the Valley 18 Miler,04/18/20,Honeoye,New York,running,18mi relay,https://rallyroundthevalley.itsyourrace.com/register/,kemmerling@honeoye.org,"Please join us on April 18, 2020 for the Rally Round the Valley 18 Miler! The race features a beautiful and scenic single loop course around Honeoye Lake and allows participants to run the entire 18 miles (individual) or as a relay team of two or three participants."
Run for Their Lives 5K,04/18/20,Clifton Springs,New York,running,5km,https://runsignup.com/Race/Register/?raceId=83451&eventId=359843,,This 5K can be walked or run through Clifton Springs. All the proceeds go to the Clifton Springs Cancer Center.
Shore 2 Shore,04/18/20,East Islip,New York,running,25km,https://ultrasignup.com/register.aspx?did=73399,,"Happily Running and the LI Greenbelt are proud to bring you The Shore 2 Shore race, a point to point scenic 50k Taking you from the North shore of Long Island at Sunken Meadow, down through towns and trails, even under Sunrise Hwy, finally finishing at Heckscher State Park."
Shore 2 Shore,04/18/20,East Islip,New York,running,50km,https://ultrasignup.com/register.aspx?did=73399,,"Happily Running and the LI Greenbelt are proud to bring you The Shore 2 Shore race, a point to point scenic 50k Taking you from the North shore of Long Island at Sunken Meadow, down through towns and trails, even under Sunrise Hwy, finally finishing at Heckscher State Park."
Spring Half Marathon,04/18/20,Rockaway Beach,New York,running,13.1mi,https://www.active.com/rockaway-park-ny/running/distance-running-races/spring-half-marathon-2020?afid=156210&ltcmp=254301&ltclickid=12_48408800_442a8f25-2f31-4af7-ac19-0c143b245baa&cmp=39N-DP260-BND10-SD230-DM20&cdg=affiliate-254301,,"Half Marathon starts at 9 am on the boardwalk at Beach 116th street Doors open 90 Mins before the race for number pick ups and bag check at 114-04 Beach Channel Drive Rockaway Park, NY 11694.All runners will receive a T-shirt and Medal"
Spring Half Marathon,04/18/20,Rockaway Beach,New York,running,5km,https://www.active.com/rockaway-park-ny/running/distance-running-races/spring-half-marathon-2020?afid=156210&ltcmp=254301&ltclickid=12_48408800_442a8f25-2f31-4af7-ac19-0c143b245baa&cmp=39N-DP260-BND10-SD230-DM20&cdg=affiliate-254301,,"Half Marathon starts at 9 am on the boardwalk at Beach 116th street Doors open 90 Mins before the race for number pick ups and bag check at 114-04 Beach Channel Drive Rockaway Park, NY 11694.All runners will receive a T-shirt and Medal"
St. James Five Miler,04/18/20,St. James,New York,running,5mi,https://runsignup.com/Race/NY/SaintJames/StJamesFiveMiler,rdavis193@stjamesfd.org,This is the 38th 5-Mile Run and 3.5 Striding Event on a certified and accurately measured scenic route through the Village of Head-of-the-Harbor and around St. James Harbor on Long Island's rolling North Shore. This race features the great Cordwood Path hill. Proceeds are to benefit local firefighter burn centers and Engine Co. 3.
St. James Five Miler,04/18/20,St. James,New York,running,3.5mi,https://runsignup.com/Race/NY/SaintJames/StJamesFiveMiler,rdavis193@stjamesfd.org,This is the 38th 5-Mile Run and 3.5 Striding Event on a certified and accurately measured scenic route through the Village of Head-of-the-Harbor and around St. James Harbor on Long Island's rolling North Shore. This race features the great Cordwood Path hill. Proceeds are to benefit local firefighter burn centers and Engine Co. 3.
Summer Warm Up Run,04/18/20,Pawling,New York,running,20km,https://runsignup.com/Race/Register/?raceId=72305,info@edrrc.org,"It's a timed 5K loop starting at the Pawling Rec. Center pavilion, through the town of Pawling and back."
Summer Warm Up Run,04/18/20,Pawling,New York,running,15km,https://runsignup.com/Race/Register/?raceId=72305,info@edrrc.org,"It's a timed 5K loop starting at the Pawling Rec. Center pavilion, through the town of Pawling and back."
Summer Warm Up Run,04/18/20,Pawling,New York,running,10km,https://runsignup.com/Race/Register/?raceId=72305,info@edrrc.org,"It's a timed 5K loop starting at the Pawling Rec. Center pavilion, through the town of Pawling and back."
Summer Warm Up Run,04/18/20,Pawling,New York,running,5km,https://runsignup.com/Race/Register/?raceId=72305,info@edrrc.org,"It's a timed 5K loop starting at the Pawling Rec. Center pavilion, through the town of Pawling and back."
Conquer the Trail Race Series,04/19/20,Dobbs Ferry,New York,running,10K trail run,https://runsignup.com/Race/Register/?raceId=83733,,"Come join us for our 5th year of the annual Conquer The Trail Race Series presented by Conquer The World / C.T.W Endurance and the Mercy College Exercise Science Program. The 5k and 10k races will take place on Sunday April 19th, 2020 at Mercy College in Dobbs Ferry, NY."
Conquer the Trail Race Series,04/19/20,Dobbs Ferry,New York,running,5km trail run,https://runsignup.com/Race/Register/?raceId=83733,,"Come join us for our 5th year of the annual Conquer The Trail Race Series presented by Conquer The World / C.T.W Endurance and the Mercy College Exercise Science Program. The 5k and 10k races will take place on Sunday April 19th, 2020 at Mercy College in Dobbs Ferry, NY."
Conquer the Trail Race Series,04/19/20,Dobbs Ferry,New York,running,Kids Run,https://runsignup.com/Race/Register/?raceId=83733,,"Come join us for our 5th year of the annual Conquer The Trail Race Series presented by Conquer The World / C.T.W Endurance and the Mercy College Exercise Science Program. The 5k and 10k races will take place on Sunday April 19th, 2020 at Mercy College in Dobbs Ferry, NY."
Delmar Dash 5 Mile,04/19/20,Delmar,New York,running,5mi,https://www.hmrrc.com/contact-us,madams01@nycap.rr.com,"This is a club race, free for members."
Flower City Half Marathon,04/19/20,Rochester,New York,running,13.1mi,https://runsignup.com/Race/Register/?raceId=5496,,"The half marathon is capped at 1700 runners and the 5K is capped at 1000 runners, 2 Person Relay Capped at 110 teams! We will also be bringing back the Kids 13.1! Register early to secure your spot!"
Flower City Half Marathon,04/19/20,Rochester,New York,running,13.1mi relay,https://runsignup.com/Race/Register/?raceId=5496,,"The half marathon is capped at 1700 runners and the 5K is capped at 1000 runners, 2 Person Relay Capped at 110 teams! We will also be bringing back the Kids 13.1! Register early to secure your spot!"
Flower City Half Marathon,04/19/20,Rochester,New York,running,5km,https://runsignup.com/Race/Register/?raceId=5496,,"The half marathon is capped at 1700 runners and the 5K is capped at 1000 runners, 2 Person Relay Capped at 110 teams! We will also be bringing back the Kids 13.1! Register early to secure your spot!"
Flower City Half Marathon,04/19/20,Rochester,New York,running,Kids Run,https://runsignup.com/Race/Register/?raceId=5496,,"The half marathon is capped at 1700 runners and the 5K is capped at 1000 runners, 2 Person Relay Capped at 110 teams! We will also be bringing back the Kids 13.1! Register early to secure your spot!"
Healthy Kids Running Series - Bronx,04/19/20,Bronx,New York,running,Kids Run,https://runsignup.com/Race/Register/?raceId=23164,hkrsbronx@gmail.com,"The Healthy Kids Running Series is a five (5) week running program in the spring and fall for kids from Pre-K through 8th grade. Each HKRS Series takes place once a week and offers age appropriate running events including the 50 & 75 yard dashes, the 1/4 mile, the 1/2 mile and the one mile run."
John Jay Community Trail Race,04/19/20,Cross River,New York,running,5K trail run,https://runsignup.com/Race/Register/?raceId=58423,,The cross country trail has been developed and built by student and community volunteers to provide a home course for the Westchester County and New York State Championship John Jay Cross Country teams as well as for the community.
Parkview Color Dash,04/19/20,Syracuse,New York,running,3K novelty run,https://runsignup.com/Race/Register/?raceId=44514&eventId=355765,,The Parkview Color Dash is an event PERFECT for the whole family including veteran runners as well as those just beginning their fitness journey. The run consists of 3 loops around Burnet Park for a total distance of 3 kilometers.
SHAPE Women's Half-Marathon,04/19/20,New York,New York,running,13.1mi,https://www.nyrr.org/races/shapehealthwomen39shalfmarathon,help@nyrr.org,"The SHAPE + Health Women's Half-Marathon brings together thousands of women from all over the world for a day of fun, fitness and female camaraderie in NYC, and this year, we're adding another option to welcome even more runners!"
Take Back the Day 5K,04/19/20,Newburgh,New York,running,5km,https://endurancecui.active.com/new/events/65831453/select-race?_p=16594675631787142&e4q=2e2b88ba-ea61-43dc-8934-33a074d7e9e2&e4p=01793d19-9093-4830-99e6-b895d99bbaa1&e4ts=1576676100&e4c=active&e4e=snawe00000000&e4rt=Safetynet&e4h=906ac1eb0e0732894d22a24c74ca34bd,,"Join us on April 19, 2020 for a 5K Color Run on the MSMC campus to raise awareness and unite against domestic and sexual violence."
Sterling Furnace Half Marathon,04/25/20,Tuxedo,New York,running,13.1mi,https://ultrasignup.com/register.aspx?did=73945,,"This race is a fundraiser for the park and the New York New Jersey Trail Conference. The course begins with an 8+ mile multiuse trail loop and finishes with a partial counterclockwise loop of Sterling Lake, ending at the Visitor Center."
Alec's Run,04/25/20,Huntington Station,New York,running,4mi,https://runsignup.com/Race/NY/DixHills/AlecsRunXI,,"This is the 16th year that we are holding this run which serves two purposes. It celebrates the life of our son, Alec, and it serves to educate people about the dangers vehicles can pose to young children, especially the blind zone behind cars which can extend to the length of most driveways in some vehicles."
Alec's Run,04/25/20,Huntington Station,New York,running,Kids Run,https://runsignup.com/Race/NY/DixHills/AlecsRunXI,,"This is the 16th year that we are holding this run which serves two purposes. It celebrates the life of our son, Alec, and it serves to educate people about the dangers vehicles can pose to young children, especially the blind zone behind cars which can extend to the length of most driveways in some vehicles."
