Name,Date,Location/City,State,Category,Distance,Website/Reg Link,Contact Email,Summary
Tutu 2.2,4/25/2020,Asbury Park,New Jersey,running,2.2mi,https://runsignup.com/Race/NJ/AsburyPark/Tutu22,, A 2.2 mile walk or run to support the Big Brothers Big Sisters of Coastal and Northern New Jersey One-to-One mentoring programs
Woods and Lakes Run,4/25/2020,Mountain Lakes,New Jersey,running,10km,https://sites.google.com/view/woodsandlakesrun,woodsandlakesrun@gmail.com,"The Woods and Lakes Run 5K and 10K is a running event for runners 30 years and older. The race begins at Birchwood Lake beach in Richard M Wilcox Park in Mountain Lakes, NJ.  After exiting the Birchwood Lake trail loop, runners pass the historic Arts and Crafts Laker homes along the Boulevard Trolley Line Path, before heading on to the trails of Tourne County Park. The race route offers of views of lakes, brooks, meadows, and the hills of Morris County.  The course includes sections of gravel and paved paths as well as sections of dirt trails with occasional rocks, roots, and mud. Runners of all fitness are welcome. We look forward to your participation again this year!"
Woods and Lakes Run,4/25/2020,Mountain Lakes,New Jersey,running,5km,https://sites.google.com/view/woodsandlakesrun,woodsandlakesrun@gmail.com,"The Woods and Lakes Run 5K and 10K is a running event for runners 30 years and older. The race begins at Birchwood Lake beach in Richard M Wilcox Park in Mountain Lakes, NJ.  After exiting the Birchwood Lake trail loop, runners pass the historic Arts and Crafts Laker homes along the Boulevard Trolley Line Path, before heading on to the trails of Tourne County Park. The race route offers of views of lakes, brooks, meadows, and the hills of Morris County.  The course includes sections of gravel and paved paths as well as sections of dirt trails with occasional rocks, roots, and mud. Runners of all fitness are welcome. We look forward to your participation again this year!"
5M Race To bRUNch,4/26/2020,Montclair,New Jersey,running,5mi,https://runsignup.com/Race/NJ/Montclair/RacetobRUNch,,"Join us for the 2nd annual 5 mile race to bRUNch hosted by Montclair Running Co & lululemon Montclair. featuring Montclair Bread Co. doughnuts, breads, breakfast treats, and more. PLUS - treats from other local foodie favorites to make this a bRUNch spread like you've never seen before. Comfy, cozy bRUNch hoodies for all participants, and commemorative mugs to fill with coffee for all finishers.  Prizes for top finishers!"
April Fools Half Marathon,4/26/2020,Atlantic City,New Jersey,running,13.1mi,https://runsignup.com/Race/NJ/AtlanticCity/AprilFoolsHalfMarathon,,"The April Fools themed event offers the best finisher medals, free photos, free beer and a post-race party at Jimmy Buffet's Margaritaville and LandShark Beach Bar along the Atlantic City Boardwalk & Ocean!"
New Jersey Marathon,4/26/2020,Long Branch,New Jersey,running,26.2mi,https://runsignup.com/Race/NJ/LongBranch/NJMarathon,,"Run in the shadows of the shore's iconic music joints, retrace the footsteps of Springsteen, and cruise past the endless beach towns of Oceanport, Monmouth Beach, Long Branch, Loch Arbour, Deal, Allenhurst, Asbury Park, and Ocean Grove.  Celebrate your achievement at our post-race finish festival with entertainment, a complimentary beverage (for runners 21+), and endless ocean views."
PWAY 5K,4/26/2020,Piscataway,New Jersey,running,5km,http://phs.piscatawayschools.org/activities/pway_5k_2020,,"Piscataway High School is gearing up for the 9th annual PWAY 5K!  The race will be held April 26th 2020. A great cause! This year, we will be raising money to sponsor our Project Graduation event!  We hope to provide access to this safe, fun event for all of our students. But we need your help! RUN! Dust off your running, or walking, shoes and get in the race!  All proceeds will go to help lower the cost of Project Graduation for our students. "
Run & Walk 4 Family & Friends with Cancer,4/26/2020,Voorhees,New Jersey,running,5km,https://runsignup.com/Race/NJ/Voorhees/RunWalk4FamilyFriendswithCancer,,"The 12th Annual 5KRun/5KWalk 4 Family and Friends with Cancer will take place on Sunday, April 26. Proceeds will benefit two non-profit organizations:   The Abramson Cancer Center at the University of Pennsylvania, as well as the Jewish Family and Children's Service of Southern New Jersey (JFCS) Financial Assistance for Cancer Patients Program which provides financial assistance for local families affected by cancer."
Run the Vineyards - 5 Miler at Heritage Vineyards,4/26/2020,Mullica Hill,New Jersey,running,5mi,https://runsignup.com/Race/NJ/MullicaHill/5miler,ken@gooddayforarun.com,"9th Annual Run the Vineyards - 5 Miler at Heritage Vineyards. Run this scenic course as you enjoy a combination of paved and non paved terrain through Mullica Hill and William Heritage Vineyards. Finish with a festival featuring wine, live music, food and health industry vendors as you spend the day with friends and family."
Williamstown Badgers Riverwinds 5K,4/26/2020,Thorofare,New Jersey,running,5km,https://runsignup.com/Riverwinds,,"The Williamstown Badgers Riverwinds Triathlon begins with a 200 yard indoor pool swim, then you head outside for the 10 mile and 5K run.  Various race options are available including triathlon, duathlon, aquabike, and triathlon relay teams. New in 2020...a 5K run and a FREE Kids Fun Run.  Kids run will be held on Saturday, April 25, 2020, all other races will be on Sunday, April 26, 2020."
Cinco De Drinko,5/1/2020,Cherry Hill,New Jersey,running,5km,https://runsignup.com/Race/NJ/CherryHill/CincoDeDrinko,runamucktiming@gmail.com,Our 3rd annual Cinco de Drinko! The race will start at Camden County Environmental center - 1301 Park Blvd.Cherry Hill 08002 
Delaware and Raritan Canal parkrun,5/2/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Nick Mowers Memorial 5K,5/2/2020,Pennsville,New Jersey,running,5km,https://runsignup.com/Race/NJ/Pennsville/NickMowersMemorial5KRunWalk,,Proceeds to benefit the Nick Mowers Memorial Scholarship for a PHMS student furthering their education in the field of Art and the Nick Mowers Dog Park.
River to Bay 5K Classic,5/2/2020,Island Heights,New Jersey,running,5km,https://runsignup.com/Race/NJ/IslandHeights/RivertoBay5K,,"Please join us on Saturday, May 2, 2020 for the 28th Annual River to Bay 5K Classic, presented by the Kiwanis Club of Greater Toms River, held at Island Heights Boro Hall. We are a USATF certified course. All proceeds benefit local youth and charitable organizations."
River to Bay 5K Classic - 1mi,5/2/2020,Island Heights,New Jersey,running,1mi,https://runsignup.com/Race/NJ/IslandHeights/RivertoBay5K,,"Please join us on Saturday, May 2, 2020 for the 28th Annual River to Bay 5K Classic, presented by the Kiwanis Club of Greater Toms River, held at Island Heights Boro Hall. We are a USATF certified course. All proceeds benefit local youth and charitable organizations."
Roosevelt Run,5/2/2020,Manville,New Jersey,running,5km,https://runsignup.com/Race/NJ/Manville/RooseveltRunNJ,RooseveltPTA410@gmail.com,A new course and tour of the North Side of Manville with a few small hills to challenge you on your run.  This is our 3rd Annual Roosevelt Run sponsored by the PTA to provide educational activities and programs for our school community!  
Sand Squatch,5/2/2020,Seaside Park,New Jersey,running,4mi,https://www.sassquadtrailrunning.com/,sassquadtrailrunning@gmail.com,EVERY RUN IS A TRAIL PARTY! Our crazy-fun trail running events in New Jersey celebrate every runner and every mile. All paces and abilities can achieve their running goals at our trail races!
Sand Squatch,5/2/2020,Seaside Park,New Jersey,running,8mi,https://www.sassquadtrailrunning.com/,sassquadtrailrunning@gmail.com,EVERY RUN IS A TRAIL PARTY! Our crazy-fun trail running events in New Jersey celebrate every runner and every mile. All paces and abilities can achieve their running goals at our trail races!
Shepherd Lake 5K,5/2/2020,Ringwood,New Jersey,running,5km,http://www.ringwoodef.org/5k.html,,"RACE DAY IS TENTATIVELY SET FOR MAY 9, 2020"
Shepherd Lake 5K,5/2/2020,Ringwood,New Jersey,running,1mi,http://www.ringwoodef.org/5k.html,,"RACE DAY IS TENTATIVELY SET FOR MAY 9, 2020"
Big Red Race,5/3/2020,Larenceville,New Jersey,running,5km,https://raceforum.com/bigred,,"The Seventeenth Annual Big Red Race will be held on Sunday, May 3, 2020. All proceeds from the race go directly to support Lawrence Township children who have been selected to attend the School Camp, a summer camp serving underprivileged youth for over 100 years."
Lincoln Tunnel Challenge 5K,5/3/2020,Weehawken,New Jersey,running,5km,https://www.ltc5k.org/,ltc@sonj.org,"Forget the tolls and traffic...RUN the Lincoln Tunnel! This unique 5K takes runners through the tunnel and back, all to benefit Special Olympics New Jersey."
Run for the River,5/3/2020,Asbury,New Jersey,running,4mi,https://www.musconetcong.org/run-for-the-river,info@musconetcong.org,"The Run for the River is an annual fundraiser for the MWA.  This scenic, mostly flat 4-mile loop in Asbury (Warren County), NJ passes streams, pastures, historic buildings, and the beautiful Musconetcong River.  Registration includes a t-shirt while supplies last, so register today!"
Run the Vineyards - 10M,5/3/2020,Woodstown,New Jersey,running,10mi,https://runsignup.com/Race/NJ/Woodstown/RuntheVineyardsAuburnRoad10Miler,,"Join us for a beautiful 10 Mile Run through the countryside of South Jersey. Approximately 9 Miles of lightly traveled, paved roads and 1 mile through the vineyard property. Super friendly and supportive Course Marshals, multiple water stops and free downloadable photos for every runner!"
Run With Rotary,5/3/2020,Skillsman,New Jersey,running,5km,https://runsignup.com/Race/NJ/Skillman/RunWithRotaryNJ,,"The Rotary Club of Montgomery Rocky Hill is pleased to announce the  RUN WITH ROTARY (a 5K Road Race/walk) and 1 mile Ramble/Fun walk. These events will take place on Sunday, May 3, 2020, at Skillman Park in Skillman, NJ (formerly Skillman Village). The ramble/walk will begin at 10:00 AM, followed by the 5K Road Race/walk at 10:35 AM. Proceeds will benefit the Rotary Club of Montgomery Rocky Hill Foundation, a 501(c)(3) a not for profit organization that is involved in local, national, and international charitable activities such as providing support for the Montgomery Township Food Pantry and  programs spearheaded by Rotary International for the  eradication of polio and provision of relief to victims of natural disasters through the ShelterBox Progra"
Run With Rotary,5/3/2020,Skillsman,New Jersey,running,5km,https://runsignup.com/Race/NJ/Skillman/RunWithRotaryNJ,,"The Rotary Club of Montgomery Rocky Hill is pleased to announce the  RUN WITH ROTARY (a 5K Road Race/walk) and 1 mile Ramble/Fun walk. These events will take place on Sunday, May 3, 2020, at Skillman Park in Skillman, NJ (formerly Skillman Village). The ramble/walk will begin at 10:00 AM, followed by the 5K Road Race/walk at 10:35 AM. Proceeds will benefit the Rotary Club of Montgomery Rocky Hill Foundation, a 501(c)(3) a not for profit organization that is involved in local, national, and international charitable activities such as providing support for the Montgomery Township Food Pantry and  programs spearheaded by Rotary International for the  eradication of polio and provision of relief to victims of natural disasters through the ShelterBox Progra"
