Name,Date,Location/City,State,Category,Distance,Website/Registration Link,Contact Email,Summary,,,
RC2 - Ripon College/Ripon Community Run 5K,"May 2, 2020",Ripon,Wisconsin,running,5km,https://runsignup.com/Race/WI/Ripon/RC2CommunityRun?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"This 5k, 10k and Half Marathon event takes place at the Vines and Rushes Winery and utilizes the beautiful Mascoutin Trail.  Our race was originally created as a partnership between the community and Ripon College. ",,,
RC2 - Ripon College/Ripon Community Run 10K,"May 2, 2020",Ripon,Wisconsin,running,10km,https://runsignup.com/Race/WI/Ripon/RC2CommunityRun?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"This 5k, 10k and Half Marathon event takes place at the Vines and Rushes Winery and utilizes the beautiful Mascoutin Trail.  Our race was originally created as a partnership between the community and Ripon College. ",,,
Run the Bay,"May 2, 2020",Whitefish Bay,Wisconsin,running,5km,https://runsignup.com/Race/WI/WhitefishBay/RunTheBay,,"The 2020 Run The Bay will take place on Saturday, May 2nd, 2020 at 08:30AM, at Klode park in Whitefish Bay, Wisconsin.All the proceeds from the race are donated to the Whitefish Bay Education Foundation.",,,
Run the River 5K,"May 2, 2020",Prairie du Chien,Wisconsin,running,5km,https://www.crossingrivers.org/classes-and-events/run-the-river-5k-runwalk-2020/?calendarid=10806&calendardate=05%2F02%2F2020+9%3A00+AM+%28CDT%29,,"Join us for a family-friendly 5K Run/Walk in honor of National Hospital Week! Enjoy a flat, fast, and fun course during this chip-timed race! Medals awarded to top three male, female, and youth finishers.",,,
Starfish 5K,"May 2, 2020",South Milwaukee,Wisconsin,running,5km,https://5kevents.raceentry.com/races/starfish-5k-runwalk-and-silent-auction/2020/register,Supportstaff@5Kevents.org,Your support will benefit foster children in our community. We provide camping experiences and mentoring programs for foster children and teens. Your participation will provide the funds necessary to sustain our programs.,,,
Superhero Fun Run 5K,"May 2, 2020",Waupaca,Wisconsin,running,5km,https://www.runreg.com/superhero-fun-run,,"Join us for the 2nd annual Super Hero Fun Run!! Bring your family and friends. There will be a ""best costume"" award for one lucky superhero participant! Plan to arrive early for packet pick-up and check-in. The doors will be open at 7:30 a.m. on event day. ",,,
Superhero Fun Run 1M,"May 2, 2020",Waupaca,Wisconsin,running,1m,https://www.runreg.com/superhero-fun-run,,"Join us for the 2nd annual Super Hero Fun Run!! Bring your family and friends. There will be a ""best costume"" award for one lucky superhero participant! Plan to arrive early for packet pick-up and check-in. The doors will be open at 7:30 a.m. on event day. ",,,
Wautoma Kiwanis 5K for Autism,"May 2, 2020",Wautoma,Wisconsin,running,5km,https://raceroster.com/events/2020/28598/wautoma-kiwanis-5k-for-autism,Kiwanis5KforAutism@gmail.com,"The Wautoma Area Kiwanis Club is proud to host the 4th Annual Wautoma Kiwanis Autism Fun Run/Walk for Autism on Saturday, May 2nd 2020. Our mission is to purchase iPads and educational apps for area students on the autism spectrum. To date, we've assisted 46 students with autism spectrum disorders.",,,
Willow Trail Run 20mi,"May 2, 2020",Hudson,Wisconsin,running,20m,https://ultrasignup.com/register.aspx?did=72678,,"Willow River State Park is a nearly 3000-acre park located five miles north of Hudson Wisconsin. The centerpiece of the park is the Willow Falls, a powerful cascade into a 200-foot deep gorge. The falls will beg the runners to stop and take photographs or just pause take in its beauty.",,,
Willow Trail Run 10mi,"May 2, 2020",Hudson,Wisconsin,running,10m,https://ultrasignup.com/register.aspx?did=72678,,"Willow River State Park is a nearly 3000-acre park located five miles north of Hudson Wisconsin. The centerpiece of the park is the Willow Falls, a powerful cascade into a 200-foot deep gorge. The falls will beg the runners to stop and take photographs or just pause take in its beauty.",,,
Wisconsin Brewery Running Series - Karben4 Brewing,"May 2, 2020",Madison,Wisconsin,running,5km,https://www.eventbrite.com/e/beer-run-big-head-brewing-part-of-the-2019-wi-brewery-running-series-tickets-55007184971#,,"Join us at Big Head Brewing on Saturday August 24th @ 12PM for a 5k-ish course that starts and ends at this awesome brewery!! Weave through the surrounding area at whatever pace you like, no matter what there’s a beer waiting for you at the finish line!",,,
Word on the Street 5K - 26.2M,"May 2, 2020",Kenosha,Wisconsin,running,26.2m,https://runsignup.com/Race/WI/Kenosha/WisconsinMarathon?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"Join us in Kenosha for the 12th running of the Wisconsin Marathon, Half Marathon, and 5k. You'll enjoy a great course that runs right along Lake Michigan and starts and finishes near the lovely and friendly downtown Kenosha area. Finish your race with a Big Cheese Medal draped around your neck and a brat, beer, and cheese in hand. ",,,
Word on the Street 5K - 13.1M,"May 2, 2020",Kenosha,Wisconsin,running,13.1m,https://runsignup.com/Race/WI/Kenosha/WisconsinMarathon?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"Join us in Kenosha for the 12th running of the Wisconsin Marathon, Half Marathon, and 5k. You'll enjoy a great course that runs right along Lake Michigan and starts and finishes near the lovely and friendly downtown Kenosha area. Finish your race with a Big Cheese Medal draped around your neck and a brat, beer, and cheese in hand. ",,,
Word on the Street 5K - 5K,"May 2, 2020",Kenosha,Wisconsin,running,5km,https://runsignup.com/Race/WI/Kenosha/WisconsinMarathon?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"Join us in Kenosha for the 12th running of the Wisconsin Marathon, Half Marathon, and 5k. You'll enjoy a great course that runs right along Lake Michigan and starts and finishes near the lovely and friendly downtown Kenosha area. Finish your race with a Big Cheese Medal draped around your neck and a brat, beer, and cheese in hand. ",,,
Cinco K Mayo,"May 3, 2020",Mt. Pleasant,Wisconsin,running,5km,https://5kevents.raceentry.com/races/cinco-k-mayo-5k-runwalk/2020/register,Supportstaff@5Kevents.org,"The 2nd annual Cinco K Mayo® will be held on Sunday, May 3, 9:00 am - at Jose's Blue Sombrero in Mount Pleasant, WI  – Celebrate in style ",,,
Eau Claire Marathon 26.2M,"May 3, 2020",Eau Claire,Wisconsin,running,26.2m,https://raceroster.com/events/2020/22403/eau-claire-marathon,info@eauclairemarathon.com,,No summary,,
Eau Claire Marathon 13.1M,"May 3, 2020",Eau Claire,Wisconsin,running,13.1m,https://raceroster.com/events/2020/22403/eau-claire-marathon,info@eauclairemarathon.com,,No summary,,
Eau Claire Marathon 5K,"May 3, 2020",Eau Claire,Wisconsin,running,5km,https://raceroster.com/events/2020/22403/eau-claire-marathon,info@eauclairemarathon.com,,No summary,,
Moving For Mental Health 5K - 1M,"May 3, 2020",Madison,Wisconsin,running,1m,https://www.firstgiving.com/event/51078/m4mh2020/register,,Chrysalis created the Moving for Mental Health Run/Walk to increase awareness of the benefits of physical health on mental wellness. ,,,
Moving For Mental Health 5K - 5K,"May 3, 2020",Madison,Wisconsin,running,5km,https://www.firstgiving.com/event/51078/m4mh2020/register,,Chrysalis created the Moving for Mental Health Run/Walk to increase awareness of the benefits of physical health on mental wellness. ,,,
Sweet Home Green Bay 5K,"May 3, 2020",Green Bay,Wisconsin,running,5km,https://runsignup.com/Race/WI/GreenBay/SweetHomeGreenBay5k?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"Join us for the 3rd annual Sweet Home Green Bay 5k! Titletown is known for so much more than football, so come out of winter hibernation and show your love for your town while running or walking along Green Bay's Fox River Trail and City Deck. In partnership with Paul's Pantry, we will be holding a food drive on race day. Bring out your non-perishables* and let's run and feed the community!",,,
608 Fox Trot,"May 9, 2020",McFarland,Wisconsin,running,5km,https://runsignup.com/Race/WI/McFarland/608FoxTrot,608FoxTrot@gmail.com,Join runners and walkers of all abilities on Saturday May 9th for a family-friendly 5K to move a Parkinson's cure over the finish line!   The 608 Fox Trot is proudly partnered with Michael J Fox Foundation (MJFF) with proceeds going to MJFF.,,,
Altra Federal Credit Union 5K - 26.2M,"May 9, 2020",La Crosse,Wisconsin,running,26.2m,https://register.chronotrack.com/r/54107,,Be a part of all of the action with the Festival Foods 5k! Starting and finishing at Riverside Park.,,,
Altra Federal Credit Union 5K - 13.1M,"May 9, 2020",La Crosse,Wisconsin,running,13.1m,https://register.chronotrack.com/r/54107,,Be a part of all of the action with the Festival Foods 5k! Starting and finishing at Riverside Park.,,,
Altra Federal Credit Union 5K - 5K,"May 9, 2020",La Crosse,Wisconsin,running,5km,https://register.chronotrack.com/r/54107,,Be a part of all of the action with the Festival Foods 5k! Starting and finishing at Riverside Park.,,,
Be Strong 5K,"May 9, 2020",Marathon,Wisconsin,running,5km,https://www.specialolympicswisconsin.org/events/be-strong/,,"The 2020 Be Strong event will occur on Saturday, May 9, 2020! Join us for the Rebel Ride, Be Strong Event or 5K Run/Walk. Each event supports local Special Olympics athletes!",,,
Bosom Buddy 5K,"May 9, 2020",Cedarburg,Wisconsin,running,5km,http://www.cedarburgjuniors.org/bosom-buddy-run-walk.html,cedarburgjuniors@gmail.com,,No summary,,
Chase'n Chocolate Run 1.5M,"May 9, 2020",Wausau,Wisconsin,running,1.5m,https://www.active.com/wausau-wi/running/distance-running-races/chase-n-chocolate-run-walk-2020?afid=156210&ltcmp=254301&ltclickid=03_39688855_34032b2a-944a-4d3b-845e-4c1730a0e1e7&cmp=39N-DP260-BND10-SD230-DM20&cdg=affiliate-254301,,"Marshfield Clinic & Security Health Plan Proudly Present the ""Chase’n Chocolate"" Run/Walk5k Run, 1.5 Mile Walk & Kid’s Fun Run.Chocolate themed event; chocolate goodies along the course and at the end.To benefit The Women's Community domestic and sexual violence victim service agency.",,,
Chase'n Chocolate Run 5K,"May 9, 2020",Wausau,Wisconsin,running,5km,https://www.active.com/wausau-wi/running/distance-running-races/chase-n-chocolate-run-walk-2020?afid=156210&ltcmp=254301&ltclickid=03_39688855_34032b2a-944a-4d3b-845e-4c1730a0e1e7&cmp=39N-DP260-BND10-SD230-DM20&cdg=affiliate-254301,,"Marshfield Clinic & Security Health Plan Proudly Present the ""Chase’n Chocolate"" Run/Walk5k Run, 1.5 Mile Walk & Kid’s Fun Run.Chocolate themed event; chocolate goodies along the course and at the end.To benefit The Women's Community domestic and sexual violence victim service agency.",,,
Girls on the Run 5K - Chippewa Valley,"May 9, 2020",Eau Claire,Wisconsin,running,5km,https://www.raceplanner.com/register/index/5k2020?sid=79fd789afa9d424297117b316de67839,jill.bladl@girlsontherun.org,At the heart of Girls on the Run are amazing volunteers whose commitment and passion impact the lives of thousands of girls each year. We are in need of people just like you to make our 5K event a success!,,,
Glowing Smiles 5K,"May 9, 2020",Middleton,Wisconsin,running,5km,https://www.signmeup.com/site/reg/register.aspx?fid=RW2VWG7,,"We are excited to present the Eighth Annual Glowing Smiles 5K Run/Walk and Kids Dash, which will be held on Saturday, May 9, 2020 at Orchid Heights Park. Adults and children of all ages, from Middleton and the State of Wisconsin, will join together in memory of Lina Vergara and to support the Lina Vergara Memorial Scholarship Fundraiser.",,,
Grandad Marathon 26.2M,"May 9, 2020",La Crosse,Wisconsin,running,26.2m,https://register.chronotrack.com/r/54107,,Join us for the All New Grandad’s Full Marathon,,,
Grandad Marathon 13.1M,"May 9, 2020",La Crosse,Wisconsin,running,13.1m,https://register.chronotrack.com/r/54107,,Join us for the All New Grandad’s Full Marathon,,,
Grandad Marathon 5K,"May 9, 2020",La Crosse,Wisconsin,running,5km,https://register.chronotrack.com/r/54107,,Join us for the All New Grandad’s Full Marathon,,,
Howard Temin Lakeshore Path parkrun,"May 9, 2020",Madison,Wisconsin,running,5km,https://www.parkrun.us/howardteminlakeshorepath/,howardteminlakeshorepath@parkrun.com,It is a 5km run - it's you against the clock.,,,
Ice Age Trail Run 50M,"May 9, 2020",La Grange,Wisconsin,running,50m,https://www.runrace.net/findarace.php?id=20130WI&tab=a3&regevent=14445,iceage50rd@sbcglobal.ne,"The Ice Age Trail 50 is one of the oldest, continuously running ultras in the United States.",,,
Ice Age Trail Run 50K,"May 9, 2020",La Grange,Wisconsin,running,50km,https://www.runrace.net/findarace.php?id=20130WI&tab=a3&regevent=14445,iceage50rd@sbcglobal.ne,"The Ice Age Trail 50 is one of the oldest, continuously running ultras in the United States.",,,
Ice Age Trail Run 13.1M,"May 9, 2020",La Grange,Wisconsin,running,13.1m,https://www.runrace.net/findarace.php?id=20130WI&tab=a3&regevent=14445,iceage50rd@sbcglobal.ne,"The Ice Age Trail 50 is one of the oldest, continuously running ultras in the United States.",,,
Journeys Half Marathon 13.1M,"May 9, 2020",Eagle River,Wisconsin,running,13.1m,https://eagleriverwi.chambermaster.com/eventregistration/register/23,info@eagleriver.org,"The Eagle River Area Chamber of Commerce & Visitors Center was established in 1948 by a group of local business owners. Their goal was to improve local business methods, advance area conditions and advertise and promote the growing tourism industry. ",,,
Journeys Half Marathon 10K,"May 9, 2020",Eagle River,Wisconsin,running,10km,https://eagleriverwi.chambermaster.com/eventregistration/register/23,info@eagleriver.org,"The Eagle River Area Chamber of Commerce & Visitors Center was established in 1948 by a group of local business owners. Their goal was to improve local business methods, advance area conditions and advertise and promote the growing tourism industry. ",,,
Journeys Half Marathon 5K,"May 9, 2020",Eagle River,Wisconsin,running,5km,https://eagleriverwi.chambermaster.com/eventregistration/register/23,info@eagleriver.org,"The Eagle River Area Chamber of Commerce & Visitors Center was established in 1948 by a group of local business owners. Their goal was to improve local business methods, advance area conditions and advertise and promote the growing tourism industry. ",,,
Kings & Queens Half Marathon 13.1M,"May 9, 2020",Pewaukee,Wisconsin,running,13.1m,https://runsignup.com/Race/WI/Pewaukee/KQ131?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"The Kings and Queens Half Marathon and 4M Run/Walk, taking place on Saturday, May 9, 2020, offers a beautiful course around Pewaukee Lake and finish line festivities fit for royalty in beautiful Downtown Pewaukee. This is a great race for those looking to capture a new PR crown or a first time participant looking for a spectator friendly and supported course",,,
Kings & Queens Half Marathon 4M,"May 9, 2020",Pewaukee,Wisconsin,running,4m,https://runsignup.com/Race/WI/Pewaukee/KQ131?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"The Kings and Queens Half Marathon and 4M Run/Walk, taking place on Saturday, May 9, 2020, offers a beautiful course around Pewaukee Lake and finish line festivities fit for royalty in beautiful Downtown Pewaukee. This is a great race for those looking to capture a new PR crown or a first time participant looking for a spectator friendly and supported course",,,
Life-A-Thon walk/run,"May 9, 2020",Mequon,Wisconsin,running,5km,https://secure.ministrysync.com/ministrysync/event/website/Participate/Participate.php?eid=17287,Contact@ALife2.com,The annual walk/run to benefit the pregnancy medical clinic operated by WELS Lutherans for Life.,,,
Miles 4 Madyson 10K,"May 9, 2020",Oconto,Wisconsin,running,10km,https://raceroster.com/events/2020/29133/miles-4-madyson-5k-runwalk-and-10k-run,info@miles4madyson.com,Join us for the 3rd Annual Miles 4 Madyson 5K run/walk and 10K run supporting the MACC Fund and Ronald McDonald House – Eastern Charities. Enjoy a day a outside and be a part of a fundraiser for childhood cancer.,,,
Miles 4 Madyson 5K,"May 9, 2020",Oconto,Wisconsin,running,5km,https://raceroster.com/events/2020/29133/miles-4-madyson-5k-runwalk-and-10k-run,info@miles4madyson.com,Join us for the 3rd Annual Miles 4 Madyson 5K run/walk and 10K run supporting the MACC Fund and Ronald McDonald House – Eastern Charities. Enjoy a day a outside and be a part of a fundraiser for childhood cancer.,,,
